EAN,NOMBRE,COSTE,UNIDADES (stock_actual),PVP,SKU,Categoría,TIPO,TIPO_IVA,Proveedor
9788467976984,Dan Da Dan 16,"6,05",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467976991,Dan Da Dan 17,"6,06",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467977004,Dan Da Dan 18,"6,06",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467981483,Dan Da Dan 19,"6,06",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467951592,Dan Da Dan 2,"6,05",0,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467981490,Dan Da Dan 20,"6,06",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467951615,Dan Da Dan 3,"6,05",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467959413,Dan Da Dan 4,"6,06",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467975055,Dan Da Dan 5,"6,06",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467961737,Dan Da Dan 6,"6,05",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467963472,Dan Da Dan 7,"6,06",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467963489,Dan Da Dan 8,"6,05",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467965148,Dan Da Dan 9,"6,05",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788418309762,Daño Cerebral,"16,16",1,24,,Libros de cómics,MANGA,4,UDL
9788419177865,Dark Angel INT,"23,56",1,35,,Libros de cómics,MANGA,4,ASTURLIBROS
9791387506674,Daydream Hour,"16,16",1,24,,Libros de cómics,MANGA,4,AZETA
9788411618878,DB Legend 2,"86,54",1,150,,Libros de cómics,MANGA,4,PLANETA
9788491460008,DB Super 1,"5,47",2,"8,5",,Libros de cómics,MANGA,4,PLANETA
9788413416175,DB Super 10,"5,72",0,"8,5",,Libros de cómics,MANGA,4,PLANETA
9788413416700,DB Super 11,"5,72",1,"8,5",,Libros de cómics,MANGA,4,PLANETA
9788413416717,DB Super 12,"5,72",0,"8,5",,Libros de cómics,MANGA,4,PLANETA
9788491730316,DB Super 13,"5,35",0,"8,5",,Libros de cómics,MANGA,4,PLANETA
